Geneid	Chr	Start	End	Strand	Length	wt35_1.1st	wt35_2.1st	wt35_3.1st	wt35_1.3st	wt35_2.3st	wt35_3.3st	wt35_4.3st	Mut218_1.3st	Mut218_2.3st	Mut218_3.3st
YOR098C	chrXV	507948	511178	-	3231	309	482	306	379	347	475	320	449	454	582
YOR099W	chrXV	511825	513006	+	1182	390	486	321	436	363	447	391	462	462	562
YOR100C	chrXV	513295	514278	-	984	647	823	283	325	184	242	119	286	232	359
YOR101W	chrXV	515244	516173	+	930	174	298	192	224	130	196	155	197	219	151
YOR102W	chrXV	516423	516773	+	351	0	3	1	4	1	0	1	1	2	1
YOR103C	chrXV	516449	516841	-	393	25	42	13	31	22	29	21	65	60	96
YOR104W	chrXV	517642	518490	+	849	138	188	123	134	118	112	86	135	134	152
YOR105W	chrXV	518195	518521	+	327	55	54	29	43	29	55	24	25	41	45
YOR106W	chrXV	519121	519972	+	852	158	222	158	199	172	204	182	206	173	197
YOR107W	chrXV	521353	522282	+	930	566	535	341	133	112	135	100	82	79	93
YOR108W	chrXV	523027	524841	+	1815	1559	2318	1722	742	764	786	711	361	527	448
YOR108C-A	chrXV	524605	524814	-	210	0	0	0	0	0	0	0	0	0	0
YOR109W	chrXV	525278	528601	+	3324	1194	1815	1241	1570	1363	1619	1341	1150	1133	1310
YOR110W	chrXV	528941	530248	+	1308	235	380	254	285	245	290	272	288	250	322
YOR111W	chrXV	530429	531127	+	699	236	314	195	226	205	279	287	135	155	174
YOR112W	chrXV	531508	533793	+	2286	315	463	340	373	363	380	373	341	354	399
YOR113W	chrXV	534075	536819	+	2745	174	264	148	118	106	129	92	150	135	179
YOR114W	chrXV	537570	538454	+	885	146	184	106	130	71	104	87	64	58	91
YOR115C	chrXV	538659	539465	-	807	327	416	274	343	299	348	372	398	339	396
YOR116C	chrXV	539763	544145	-	4383	248	448	275	279	272	338	327	399	345	378
YOR117W	chrXV	545029	546333	+	1305	1106	1814	1148	1131	1161	1266	1401	1479	1393	1555
YOR118W	chrXV	546857	548560	+	1704	431	679	441	610	427	645	476	368	443	489
YOR119C	chrXV	548792	550246	-	1455	389	641	406	587	506	533	479	529	527	661
YOR120W	chrXV	551114	552052	+	939	1219	1880	798	1744	1228	1358	801	1089	1305	1840
YOR121C	chrXV	551798	552103	-	306	63	71	14	119	70	78	38	21	22	28
YOR122C	chrXV	552298	552887	-	590	1293	1558	892	1774	1227	1326	1158	1547	1282	1414
YOR123C	chrXV	553176	554570	-	1395	803	1512	1098	1308	1591	1451	1621	1139	1363	1506
YOR124C	chrXV	554824	558642	-	3819	902	1541	853	1004	794	1003	886	815	770	984
YOR125C	chrXV	559030	559731	-	702	220	348	163	352	368	335	360	287	233	216
YOR126C	chrXV	559961	560677	-	717	252	282	194	340	236	273	243	237	265	252
YOR127W	chrXV	561170	564193	+	3024	1012	1635	1101	1023	799	1171	900	925	868	934
YOR128C	chrXV	564476	566191	-	1716	1830	2649	1513	2216	1978	2031	2048	1357	1446	1797
YOR129C	chrXV	566877	569558	-	2682	188	232	143	159	126	192	112	133	123	156
YOR130C	chrXV	569929	570807	-	879	934	1285	938	891	632	744	604	334	289	363
YOR131C	chrXV	572182	572838	-	657	526	787	599	784	742	696	746	557	585	742
YOR132W	chrXV	573175	574830	+	1656	787	1297	703	1066	913	1125	913	898	945	1123
YOR133W	chrXV	575098	577626	+	2529	690	1114	886	1197	1272	1387	1364	946	1057	1030
YOR134W	chrXV	578564	579793	+	1230	192	211	107	473	276	262	236	237	222	217
YOR135C	chrXV	580159	580500	-	342	0	3	0	2	0	2	2	4	1	3
YOR136W	chrXV	580250	581359	+	1110	1889	2878	1333	1669	1413	1488	1405	1497	1571	1391
YOR137C	chrXV	581813	583681	-	1869	155	289	141	173	159	213	193	173	206	190
YOR138C	chrXV	584309	586324	-	2016	721	1020	659	769	626	749	536	530	564	602
YOR139C	chrXV	586950	587342	-	393	1	2	0	1	0	1	0	4	0	1
YOR140W	chrXV	586981	589281	+	2301	140	216	122	123	118	136	100	110	80	114
YOR141C	chrXV	589942	592587	-	2646	530	862	446	389	353	514	432	507	561	681
YOR142W	chrXV	593057	594046	+	990	823	1065	554	758	511	616	658	766	629	677
YOR143C	chrXV	601383	602342	-	960	143	208	122	207	162	167	168	155	128	139
YOR144C	chrXV	602717	605092	-	2376	103	145	110	114	84	111	106	139	163	186
YOR145C	chrXV	605347	606171	-	825	240	369	280	322	305	399	367	416	444	382
YOR146W	chrXV	605873	606178	+	306	0	0	0	0	0	0	0	0	0	0
YOR147W	chrXV	606607	608475	+	1869	469	648	275	276	162	245	156	227	227	322
YOR148C	chrXV	608640	609197	-	558	230	323	240	299	299	319	297	248	256	246
YOR149C	chrXV	609838	611388	-	1551	101	159	115	102	120	99	94	108	118	152
YOR150W	chrXV	611999	612490	+	492	161	219	114	170	174	195	191	211	215	216
YOR151C	chrXV	612997	616671	-	3675	1301	1814	1269	1073	1009	1138	1058	1137	1124	1276
YOR152C	chrXV	617518	618288	-	771	200	261	147	244	132	206	143	135	125	164
YOR153W	chrXV	619840	624375	+	4536	2249	3033	1651	3731	2066	3492	1645	2984	2765	3791
YOR154W	chrXV	624729	626492	+	1764	179	215	119	138	116	172	148	153	137	201
YOR155C	chrXV	626628	627980	-	1353	1010	1344	829	621	537	581	510	455	451	528
YOR156C	chrXV	628360	630540	-	2181	137	202	134	94	77	150	97	107	124	145
YOR157C	chrXV	630966	631751	-	786	664	895	608	697	723	745	805	768	739	750
YOR158W	chrXV	632164	633120	+	957	212	331	200	202	163	226	266	266	260	280
YOR159C	chrXV	633282	633566	-	285	91	121	103	120	83	116	119	109	120	140
YOR160W	chrXV	633839	636757	+	2919	351	563	390	434	325	489	360	316	389	416
YOR161C	chrXV	636939	638558	-	1620	619	1137	524	542	418	500	264	479	511	798
YOR161W-A	chrXV	637574	637654	+	81	0	0	0	0	0	0	0	0	0	0
YOR161W-B	chrXV	637975	638235	+	261	0	0	0	0	0	0	0	0	0	0
YOR161C-C	chrXV	639121	639267	-	147	9	10	4	18	7	13	5	10	4	3
YOR162C	chrXV	639560	641992	-	2433	305	532	263	287	263	351	271	431	446	611
YOR163W	chrXV	642741	643307	+	567	291	431	266	341	300	365	335	295	304	303
YOR164C	chrXV	643394	644332	-	939	247	341	215	300	289	317	323	305	294	348
YOR165W	chrXV	644566	646896	+	2331	417	574	333	385	346	410	396	472	470	606
YOR166C	chrXV	647126	648502	-	1377	114	165	89	87	77	97	77	103	114	145
YOR167C	chrXV	648804	649007	-	204	479	801	627	797	768	841	878	980	953	958
YOR168W	chrXV	649303	651732	+	2430	458	782	477	480	439	588	494	692	611	693
YOR169C	chrXV	651376	651840	-	465	2	1	1	2	2	1	3	2	3	1
YOR170W	chrXV	651858	652163	+	306	15	16	7	10	8	7	7	6	6	5
YOR171C	chrXV	652010	653884	-	1875	301	351	218	257	191	253	187	304	315	362
YOR172W	chrXV	654210	656570	+	2361	321	463	226	258	216	236	216	256	257	301
YOR173W	chrXV	657264	658325	+	1062	481	822	384	1125	801	1112	545	370	411	562
YOR174W	chrXV	658747	659601	+	855	288	504	305	314	270	306	286	283	304	358
YOR175C	chrXV	659815	661674	-	1860	546	796	452	607	421	554	500	440	458	608
YOR176W	chrXV	662401	663582	+	1182	300	390	258	434	385	460	431	424	386	489
YOR177C	chrXV	665785	667179	-	1395	15	24	24	16	15	29	23	66	61	114
YOR178C	chrXV	667860	670241	-	2382	223	309	169	213	152	226	161	275	297	433
YOR179C	chrXV	671845	672411	-	567	301	407	306	373	260	314	221	202	258	256
YOR180C	chrXV	674352	675167	-	816	114	175	74	127	88	116	56	102	93	153
YOR181W	chrXV	675939	677840	+	1902	303	483	284	367	325	338	263	292	285	315
YOR182C	chrXV	678191	678793	-	603	284	498	475	457	431	595	529	561	593	549
YOR183W	chrXV	678872	679261	+	390	1	1	2	2	0	1	1	1	3	2
YOR184W	chrXV	679357	680544	+	1188	3856	4906	3382	3096	2563	2653	2938	1988	1581	2136
YOR185C	chrXV	681444	682106	-	663	698	843	402	1112	645	751	609	575	519	648
YOR186W	chrXV	683111	683545	+	435	101	142	58	129	46	63	35	29	32	59
YOR186C-A	chrXV	683329	683538	-	210	0	0	0	0	0	0	0	0	0	0
YOR187W	chrXV	684030	685343	+	1314	724	1164	672	1245	1118	1049	1241	1231	1158	1230
YOR188W	chrXV	685767	689180	+	3414	185	308	222	176	200	202	173	213	207	264
YOR189W	chrXV	689624	689974	+	351	389	478	355	354	362	345	383	344	298	317
YOR190W	chrXV	690695	692032	+	1338	126	174	126	96	76	86	73	59	67	79
YOR191W	chrXV	692475	697334	+	4860	565	872	579	558	526	631	511	658	695	948
YOR192C	chrXV	698768	700567	-	1800	71	111	76	72	56	63	52	39	45	60
YOR192C-C	chrXV	703988	704224	-	237	16	8	4	9	6	11	2	2	3	6
YOR193W	chrXV	710446	711576	+	1131	167	177	106	133	71	113	108	73	75	102
YOR194C	chrXV	711683	712543	-	861	370	625	479	435	514	585	674	585	560	608
YOR195W	chrXV	712866	715331	+	2466	121	161	84	96	97	128	117	176	168	261
YOR196C	chrXV	715593	716837	-	1245	614	847	576	545	501	540	455	428	442	493
YOR197W	chrXV	717086	718384	+	1299	643	996	740	897	1007	998	1005	1195	1292	1239
YOR198C	chrXV	718653	720065	-	1413	616	908	572	535	714	712	791	1071	1058	1334
YOR199W	chrXV	720181	720510	+	330	4	3	2	1	1	2	1	2	2	4
YOR200W	chrXV	720417	720815	+	399	0	0	0	0	1	0	0	0	0	0
YOR201C	chrXV	720470	721708	-	1239	198	262	179	138	131	149	117	163	198	219
YOR202W	chrXV	721946	722608	+	663	1750	2366	1545	2421	1821	1699	1177	700	874	582
YOR203W	chrXV	722565	722918	+	354	76	101	72	72	56	86	57	7	23	10
YOR204W	chrXV	722911	724725	+	1815	336	593	283	221	259	292	191	545	584	966
YOR205C	chrXV	725564	727234	-	1671	235	406	274	304	238	293	291	303	315	310
YOR206W	chrXV	727512	729644	+	2133	413	676	623	663	654	714	765	596	631	572
YOR207C	chrXV	730008	733457	-	3450	667	1099	707	691	638	816	654	924	906	809
YOR208W	chrXV	733925	736177	+	2253	368	438	219	351	193	342	207	624	529	651
YOR209C	chrXV	736437	737726	-	1290	726	1030	754	1041	1061	1191	1252	1018	991	1053
YOR210W	chrXV	738320	738532	+	213	193	285	140	166	177	184	219	208	188	191
YOR211C	chrXV	738924	741569	-	2646	744	959	575	655	516	709	611	397	425	432
YOR212W	chrXV	742910	744181	+	1272	1138	1546	965	1589	1331	1417	1260	581	593	526
YOR213C	chrXV	744535	745281	-	747	268	332	224	232	167	187	126	124	125	130
YOR214C	chrXV	745593	746303	-	711	61	78	39	68	46	76	45	8	9	15
YOR215C	chrXV	746725	747282	-	558	625	751	405	881	658	762	756	637	488	596
YOR216C	chrXV	747525	748979	-	1455	327	509	337	296	277	358	333	341	347	402
YOR217W	chrXV	749301	751886	+	2586	93	188	115	104	112	134	131	136	164	218
YOR218C	chrXV	751476	751895	-	420	1	4	8	4	4	6	3	5	3	1
YOR219C	chrXV	752214	755009	-	2796	405	492	309	427	287	392	292	248	208	277
YOR220W	chrXV	755328	756125	+	798	602	714	388	928	591	887	620	709	618	868
YOR221C	chrXV	756476	757558	-	1083	464	614	345	444	263	388	208	374	371	444
YOR222W	chrXV	758330	759253	+	924	2664	3961	3418	4942	4796	4672	3870	1708	2232	1486
YOR223W	chrXV	759782	760660	+	879	178	269	141	204	178	228	174	190	171	205
YOR224C	chrXV	760825	761265	-	441	245	312	253	295	288	304	245	338	353	305
YOR225W	chrXV	761392	761721	+	330	43	50	17	5	3	8	5	4	6	7
YOR226C	chrXV	761614	762084	-	471	585	794	505	134	145	103	89	103	124	121
YOR227W	chrXV	762825	766565	+	3741	1331	1810	1094	430	384	439	368	326	324	442
YOR228C	chrXV	766869	767777	-	909	277	332	188	378	226	304	195	172	189	187
YOR229W	chrXV	768409	769812	+	1404	187	309	215	215	175	203	133	165	192	153
YOR230W	chrXV	770800	772113	+	1314	2463	3790	2099	2943	2845	3045	2314	2241	2491	2470
YOR231W	chrXV	772601	774127	+	1527	370	525	296	340	279	377	289	287	261	273
YOR231C-A	chrXV	773163	773363	-	201	0	0	0	0	0	0	0	0	0	0
YOR232W	chrXV	774573	775259	+	687	535	815	550	660	623	676	904	766	676	785
YOR233W	chrXV	775846	778248	+	2403	221	419	277	259	288	243	244	294	278	333
YOR234C	chrXV	778555	779405	-	851	260	460	371	324	376	401	415	488	526	451
YOR235W	chrXV	779870	780184	+	315	80	93	43	47	19	45	16	8	9	10
YOR236W	chrXV	780906	781541	+	636	195	316	228	185	196	214	200	226	228	210
YOR237W	chrXV	781994	783298	+	1305	29	33	17	18	13	29	16	29	14	35
YOR238W	chrXV	783677	784588	+	912	264	426	283	309	208	336	268	336	339	397
YOR239W	chrXV	784857	786744	+	1888	966	1822	1733	1762	2187	1529	2309	1425	1699	1865
YOR241W	chrXV	786995	788641	+	1647	492	662	435	549	465	534	474	489	496	572
YOR242C	chrXV	788742	789857	-	1116	29	37	19	26	15	40	25	16	27	39
YOR243C	chrXV	790211	792241	-	2031	363	723	619	450	490	544	557	475	583	551
YOR244W	chrXV	792531	793868	+	1338	183	281	155	210	129	218	152	274	335	390
YOR245C	chrXV	794076	795332	-	1257	761	1066	592	638	480	647	503	421	403	464
YOR246C	chrXV	795801	796793	-	993	445	628	496	615	542	480	481	409	427	440
YOR247W	chrXV	797676	798308	+	633	187	169	109	160	171	108	138	215	151	169
YOR248W	chrXV	798013	798315	+	303	2	1	3	5	0	7	4	5	3	2
YOR249C	chrXV	798674	800731	-	2058	239	304	151	186	160	204	169	146	166	214
YOR250C	chrXV	800970	802307	-	1338	297	382	275	303	312	326	295	351	406	443
YOR251C	chrXV	802550	803464	-	915	241	327	244	273	251	259	213	294	317	328
YOR252W	chrXV	803667	804203	+	537	127	209	188	232	214	241	306	241	248	244
YOR253W	chrXV	804377	804907	+	531	142	281	136	161	147	181	168	173	187	199
YOR254C	chrXV	805032	807023	-	1992	589	869	600	627	573	730	704	970	958	1093
YOR255W	chrXV	807271	808107	+	837	7	6	3	4	4	7	2	20	12	22
YOR256C	chrXV	808254	810683	-	2430	423	727	424	477	442	557	468	452	496	565
YOR257W	chrXV	811008	811493	+	486	195	330	209	306	293	374	376	301	328	359
YOR258W	chrXV	811671	812324	+	654	62	71	51	52	50	61	53	73	60	92
YOR259C	chrXV	812395	813708	-	1314	1880	2918	1958	2448	2591	2676	2900	2346	2408	2505
YOR260W	chrXV	813984	815720	+	1737	403	702	488	491	492	533	602	561	516	546
YOR261C	chrXV	815915	816931	-	1017	965	1530	885	953	903	854	955	1067	1000	1225
YOR262W	chrXV	817292	818335	+	1044	617	943	673	517	427	512	559	359	362	354
YOR263C	chrXV	818757	819164	-	408	5	5	4	0	2	1	1	5	1	5
YOR264W	chrXV	818866	820158	+	1293	431	664	373	408	365	369	234	435	487	637
YOR265W	chrXV	820454	820774	+	321	138	196	157	143	121	148	167	156	109	189
YOR266W	chrXV	821023	822294	+	1272	140	162	108	132	108	119	113	158	147	153
YOR267C	chrXV	822588	824867	-	2280	722	1153	606	864	656	797	627	964	976	1380
YOR268C	chrXV	825534	825932	-	399	15	10	15	8	6	18	4	17	14	23
YOR269W	chrXV	826385	827869	+	1485	106	147	122	116	83	108	75	110	81	123
YOR270C	chrXV	828052	830574	-	2523	1880	2650	1544	2063	1611	1738	1513	1778	1779	1745
YOR271C	chrXV	831059	832042	-	984	938	1322	992	494	565	495	552	637	673	621
YOR272W	chrXV	832813	834195	+	1383	214	352	272	322	323	308	296	372	402	283
YOR273C	chrXV	834452	836431	-	1980	1151	1784	1036	2051	1306	1703	1199	824	747	973
YOR274W	chrXV	837674	838960	+	1287	198	335	243	332	297	296	386	444	459	448
YOR275C	chrXV	839084	841069	-	1986	445	571	364	495	325	539	424	436	445	523
YOR276W	chrXV	841333	841818	+	486	50	90	33	53	76	81	70	97	106	112
YOR277C	chrXV	841515	841823	-	309	0	0	0	0	0	0	0	0	0	0
YOR278W	chrXV	842817	843644	+	828	153	197	136	211	161	156	142	141	142	155
YOR279C	chrXV	843698	844630	-	933	126	215	194	200	167	216	200	197	197	199
YOR280C	chrXV	844992	845792	-	801	188	253	163	234	193	221	212	244	267	282
YOR281C	chrXV	846269	847129	-	861	223	362	262	372	335	431	453	452	433	459
YOR282W	chrXV	847000	847320	+	321	0	3	0	3	1	0	0	1	2	1
YOR283W	chrXV	847453	848145	+	693	561	817	597	710	740	766	772	670	709	688
YOR284W	chrXV	848478	849209	+	732	98	120	92	137	140	140	145	134	130	160
YOR285W	chrXV	849635	850054	+	420	1029	1368	726	1776	1156	1427	1229	1498	1239	1417
YOR286W	chrXV	850280	850729	+	450	245	366	250	308	329	319	376	390	401	350
YOR287C	chrXV	850937	851839	-	903	55	82	83	67	73	107	94	110	112	111
YOR288C	chrXV	852121	853077	-	957	199	323	179	183	201	258	240	270	332	431
YOR289W	chrXV	853357	854112	+	756	460	683	370	916	771	850	827	489	540	633
YOR290C	chrXV	855147	860258	-	5112	749	1140	797	852	752	855	791	742	734	971
YOR291W	chrXV	861175	865593	+	4419	302	538	284	471	300	407	320	313	317	357
YOR292C	chrXV	865653	866582	-	930	260	324	175	383	215	320	186	265	270	362
YOR293W	chrXV	867098	867852	+	755	641	1098	895	982	941	1014	1065	1074	1110	1086
YOR293C-A	chrXV	867998	868147	-	150	0	0	3	0	5	0	2	0	1	1
YOR294W	chrXV	868340	868951	+	612	126	190	191	242	179	176	207	268	245	195
YOR295W	chrXV	869208	869894	+	687	105	182	132	169	165	175	177	146	135	172
YOR296W	chrXV	870202	874071	+	3870	310	435	273	258	204	271	246	180	172	203
YOR297C	chrXV	874743	875321	-	579	79	131	70	80	56	91	63	98	82	94
YOR298W	chrXV	875599	877038	+	1440	398	586	297	219	88	143	97	41	30	46
YOR298C-A	chrXV	877230	877685	-	456	1466	2005	1007	1749	1426	1934	1345	2145	2269	3437
YOR299W	chrXV	878435	880675	+	2241	511	718	494	633	556	574	448	640	709	844
YOR300W	chrXV	880575	880883	+	309	9	14	8	13	9	16	4	15	5	9
YOR301W	chrXV	880965	882272	+	1308	130	186	124	137	127	143	97	201	174	224
YOR302W	chrXV	882765	882842	+	78	94	148	71	64	73	94	51	119	118	144
YOR303W	chrXV	882899	884134	+	1236	4057	4855	3021	4658	2915	3791	2460	2527	2519	2442
YOR304W	chrXV	884514	887876	+	3363	434	799	519	467	365	524	442	439	469	595
YOR304C-A	chrXV	888520	888750	-	231	62	78	73	47	62	56	67	69	53	80
YOR305W	chrXV	889022	889750	+	729	161	231	156	174	162	151	173	164	166	194
YOR306C	chrXV	889867	891432	-	1566	969	1334	930	1038	742	1007	669	1343	1306	1241
YOR307C	chrXV	892731	894092	-	1362	384	579	337	503	336	467	318	322	360	342
YOR308C	chrXV	894624	896387	-	1764	187	239	146	224	150	206	181	193	179	216
YOR309C	chrXV	896698	897078	-	381	47	86	61	85	82	98	100	62	64	90
YOR310C	chrXV	896825	898360	-	1536	617	1177	1208	1078	1153	1296	1509	1118	1475	1137
YOR311C	chrXV	899056	899928	-	873	522	825	463	542	356	496	356	359	459	402
YOR312C	chrXV	900250	901194	-	945	1109	1824	1387	1512	1387	1484	1463	1561	1529	1609
YOR313C	chrXV	901858	902874	-	1017	29	13	21	30	12	21	30	24	36	30
YOR314W	chrXV	903043	903372	+	330	0	0	0	1	3	2	1	1	2	2
YOR314W-A	chrXV	904458	904568	+	111	3	2	0	1	1	0	0	1	1	1
YOR315W	chrXV	904760	905800	+	1041	98	130	61	68	64	82	71	120	113	91
YOR316C	chrXV	906236	907555	-	1320	795	1083	598	418	300	344	278	360	318	400
YOR316C-A	chrXV	907726	907935	-	210	9	3	2	11	5	2	6	5	2	5
YOR317W	chrXV	909343	911445	+	2103	3262	4306	2065	3280	2418	3169	2049	2379	2513	3435
YOR318C	chrXV	911784	912436	-	653	28	37	15	29	24	24	16	14	18	22
YOR319W	chrXV	912822	913463	+	642	173	210	149	162	116	197	160	193	189	201
YOR320C	chrXV	913619	915094	-	1476	370	544	345	358	323	383	411	311	321	343
YOR321W	chrXV	916030	918291	+	2262	273	397	290	338	297	323	320	324	367	387
YOR322C	chrXV	918606	921062	-	2457	485	699	513	452	385	415	322	393	370	490
YOR323C	chrXV	921535	922905	-	1371	3312	4875	3317	3341	3537	3316	3383	1983	2133	1924
YOR324C	chrXV	923232	925040	-	1809	259	372	228	296	188	240	203	205	185	224
YOR325W	chrXV	924577	925050	+	474	0	0	1	0	0	0	0	0	0	0
YOR326W	chrXV	925721	930445	+	4725	1437	2458	1609	1717	1505	1801	1812	1548	1389	1753
YOR327C	chrXV	930734	931081	-	348	240	353	217	359	269	315	297	304	349	333
YOR328W	chrXV	931803	936497	+	4695	355	570	290	385	319	366	256	382	419	586
YOR329C	chrXV	936731	939349	-	2619	464	600	388	468	337	368	352	500	493	459
YOR329W-A	chrXV	939348	939557	+	210	8	7	4	7	0	1	1	2	4	8
YOR330C	chrXV	939621	943385	-	3765	415	644	449	397	320	339	320	331	358	454
YOR331C	chrXV	943565	944122	-	558	0	1	0	0	0	0	1	1	0	0
YOR332W	chrXV	943656	944357	+	702	514	645	409	980	821	775	848	620	557	528
YOR333C	chrXV	944541	944957	-	417	0	2	0	0	0	0	0	0	1	0
YOR334W	chrXV	944596	946008	+	1413	77	121	72	75	63	85	68	53	58	68
YOR335C	chrXV	946233	949109	-	2877	1567	2135	1344	1305	1062	1236	1159	1268	1183	1321
YOR335W-A	chrXV	946568	946648	+	81	0	0	0	0	0	0	0	0	0	0
YOR336W	chrXV	949773	953870	+	4098	478	679	408	449	396	482	375	365	320	384
YOR337W	chrXV	954344	956623	+	2280	494	711	461	585	393	467	272	376	434	499
YOR338W	chrXV	956898	957989	+	1092	210	342	164	226	192	331	202	598	628	803
YOR339C	chrXV	958362	958832	-	471	56	53	33	41	36	33	30	25	36	34
YOR340C	chrXV	959202	960182	-	981	158	324	277	255	235	288	262	227	279	228
YOR341W	chrXV	960987	965981	+	4995	443	952	833	833	823	1050	984	829	1056	843
YOR342C	chrXV	966666	967625	-	960	212	369	182	309	205	236	172	254	265	273
YOR343C	chrXV	968148	968474	-	327	12	31	19	30	12	15	8	17	13	23
YOR344C	chrXV	977194	978069	-	876	194	312	205	471	396	426	401	588	502	640
YOR345C	chrXV	981812	982162	-	351	5	1	2	6	2	9	1	3	2	1
YOR346W	chrXV	981828	984785	+	2958	421	557	343	505	330	444	380	346	260	307
YOR347C	chrXV	984942	986462	-	1521	218	339	221	253	217	223	181	399	450	718
YOR348C	chrXV	986899	988782	-	1884	284	431	189	1088	393	565	247	206	144	188
YOR349W	chrXV	989789	992833	+	3045	178	290	175	280	184	223	180	166	189	194
YOR350C	chrXV	992864	994855	-	1992	133	235	124	154	127	218	181	257	244	366
YOR351C	chrXV	995018	996511	-	1494	21	26	20	22	16	23	21	18	20	33
YOR352W	chrXV	997213	998244	+	1032	135	196	120	165	120	139	119	163	141	198
YOR353C	chrXV	998453	1000828	-	2376	482	834	522	654	506	626	519	680	622	750
YOR354C	chrXV	1001147	1003225	-	2079	316	544	356	427	362	477	502	488	414	479
YOR355W	chrXV	1005137	1006705	+	1569	313	499	304	336	246	317	271	393	352	407
YOR356W	chrXV	1007221	1009116	+	1896	516	682	420	538	487	526	550	509	550	608
YOR357C	chrXV	1009224	1009712	-	489	218	294	169	252	225	240	205	261	290	275
YOR358W	chrXV	1010161	1010889	+	729	181	212	164	222	199	195	195	178	130	160
YOR359W	chrXV	1011189	1012760	+	1572	120	197	112	94	75	107	89	124	134	148
YOR360C	chrXV	1013241	1014821	-	1581	250	402	187	252	203	314	190	397	416	573
YOR361C	chrXV	1015361	1017652	-	2292	1167	2045	1468	1458	1449	1739	1844	1596	1760	1660
YOR362C	chrXV	1017880	1018746	-	867	931	1446	944	1182	1240	1222	1317	1193	1023	1211
YOR363C	chrXV	1020222	1023212	-	2991	823	1252	683	729	464	622	417	362	354	503
YOR364W	chrXV	1023371	1023739	+	369	1	0	0	3	1	1	0	7	3	6
YOR365C	chrXV	1023461	1025572	-	2112	150	174	100	147	84	85	71	47	49	43
YOR366W	chrXV	1025256	1025609	+	354	2	3	1	3	1	1	0	0	2	0
YOR367W	chrXV	1026007	1026609	+	603	295	370	221	340	243	333	309	263	288	293
YOR368W	chrXV	1026843	1028048	+	1206	128	155	96	139	76	113	108	119	111	170
YOR369C	chrXV	1028194	1028625	-	432	2026	3201	2578	3164	3666	3465	3391	3112	3583	3361
YOR370C	chrXV	1029183	1030994	-	1812	1184	1874	1388	1263	1037	1257	970	739	791	816
YOR371C	chrXV	1031489	1034182	-	2694	772	1443	985	887	780	951	607	452	439	522
YOR372C	chrXV	1034807	1036471	-	1665	71	102	70	53	65	85	51	115	112	233
YOR373W	chrXV	1036834	1039389	+	2556	160	219	107	221	171	179	128	139	163	189
YOR374W	chrXV	1039840	1041399	+	1560	4105	6655	3053	3844	3618	3712	2918	4562	5410	6449
YOR375C	chrXV	1041678	1043042	-	1365	2161	3257	1772	1367	1816	1556	2487	2066	2405	2127
YOR376W	chrXV	1043191	1043559	+	369	19	22	10	26	5	18	12	4	9	5
YOR376W-A	chrXV	1045196	1045351	+	156	48	62	42	49	41	47	39	52	43	75
YOR377W	chrXV	1046226	1047803	+	1578	563	811	431	563	324	490	355	266	255	350
YOR378W	chrXV	1049511	1051058	+	1548	55	73	35	36	35	46	32	79	71	100
YOR379C	chrXV	1050726	1051064	-	339	0	0	0	0	0	0	0	0	0	0
YOR380W	chrXV	1051290	1052930	+	1641	248	398	265	293	244	290	210	192	211	220
YOR381W	chrXV	1055545	1057680	+	2136	119	172	120	148	121	130	90	99	89	94
YOR381W-A	chrXV	1058423	1058590	+	168	11	10	3	5	6	8	7	1	2	6
YOR382W	chrXV	1059531	1059992	+	462	51	86	56	79	54	54	57	130	102	105
